# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
47149at8509	Complete	group8	87988097	88048243	-	4127	850
51869at8509	Complete	group1	106786022	106799872	-	3603	722
25896at8509	Complete	group6	99587685	99671775	+	4021	746
44415at8509	Complete	group14	36159747	36231473	+	3752	854
55422at8509	Complete	group7	69040707	69096232	+	3525	858
22634at8509	Complete	group12	40592562	40655076	+	3419	860
27939at8509	Complete	group8	43050124	43101640	+	3530	831
38151at8509	Complete	group4	129801516	129832848	-	3749	757
54618at8509	Complete	group1	41823191	41862963	-	3393	837
55154at8509	Complete	group1	179826622	179864582	-	4267	848
11734at8509	Complete	group9	1808787	1811361	-	4202	858
20903at8509	Complete	group7	86905285	87012980	+	4165	836
27704at8509	Complete	group1	18082011	18091919	+	3836	842
35197at8509	Complete	group11	63374567	63472242	+	4012	822
36316at8509	Complete	group1	54166163	54175701	+	3546	810
36811at8509	Complete	group5	5853080	5869842	+	4132	857
40375at8509	Complete	group17	15420100	15457738	+	4227	839
53962at8509	Complete	group1	108674408	108701352	-	4290	812
38450at8509	Complete	group12	23629322	23858034	-	3916	801
42766at8509	Complete	group8	43636111	43638691	+	2897	858
54808at8509	Fragmented	ptg001550l	19208	53478	+	2964	648
9315at8509	Complete	group6	12151149	12193775	-	4115	853
17282at8509	Complete	group1	134276978	134283784	-	4346	848
19943at8509	Complete	group4	55706288	55734089	-	3868	851
25092at8509	Complete	group18	2760976	2763544	+	4124	856
4181at8509	Complete	group1	43016109	43043856	+	4232	857
15174at8509	Complete	group3	27506471	27543176	+	4230	841
28769at8509	Complete	group1	179181711	179212499	-	4267	523
29834at8509	Complete	group5	35472883	35487506	+	3178	885
33802at8509	Complete	group6	54015365	54259956	+	4019	851
35309at8509	Complete	group16	23562274	23610275	-	3956	832
35326at8509	Complete	group1	176011091	176044900	+	3957	843
49029at8509	Complete	group4	37194489	37240459	-	3554	855
52013at8509	Complete	group5	109614033	109654119	+	1736	774
11117at8509	Complete	group1	151546529	151555857	+	4327	420
17642at8509	Complete	group10	62507451	62532467	+	3851	847
4129at8509	Complete	group14	58081106	58101473	-	4383	853
56125at8509	Complete	group2	69175281	69191608	+	3473	838
23137at8509	Complete	group4	50380260	50410221	+	3794	850
34094at8509	Complete	group5	58281479	58342390	+	3042	788
56239at8509	Complete	group9	65401125	65482178	-	3922	815
8397at8509	Complete	group3	128169952	128256674	+	4025	842
12119at8509	Complete	group10	68372083	68619523	-	4178	848
15501at8509	Complete	group12	42258886	42268502	-	3401	841
22982at8509	Complete	group10	17852132	18082799	+	4262	855
23705at8509	Complete	group6	49729296	49763287	-	3990	841
24254at8509	Complete	group14	52475105	52563977	+	3691	846
33768at8509	Complete	group1	128937433	128949096	+	3633	832
45095at8509	Complete	group2	53031642	53063557	-	3633	843
16975at8509	Complete	group6	26587552	26611919	-	4330	851
39903at8509	Complete	group12	14400050	14466214	-	3297	752
20036at8509	Complete	group1	19034794	19049525	-	4014	831
24392at8509	Complete	group7	124083846	124119917	-	4321	846
40168at8509	Complete	group9	25590792	25606739	+	2652	812
41324at8509	Complete	group5	57832527	57902142	+	4267	798
15176at8509	Complete	group14	6376203	6405842	-	3654	742
25299at8509	Complete	group1	30478752	30517876	+	4182	846
36034at8509	Complete	group4	56326578	56490244	-	3344	823
36564at8509	Complete	group7	41049700	41166225	-	3924	792
49472at8509	Complete	group1	38485329	38663475	+	3794	736
50713at8509	Complete	group3	136893233	136931114	+	2238	854
52698at8509	Complete	group5	14938301	14989855	+	4120	558
7488at8509	Complete	group2	6107245	6121435	+	4228	849
12065at8509	Complete	group13	26836121	26908644	-	4379	420
25661at8509	Complete	group1	183618996	183672530	+	4306	847
25923at8509	Complete	group7	37943478	38079179	+	4337	823
43122at8509	Complete	group9	16881360	16968287	-	3937	736
50429at8509	Complete	group2	109075852	109085096	-	2472	823
59787at8509	Complete	group8	17627909	17630423	+	1817	788
13387at8509	Complete	group3	11643941	11830235	+	4128	817
23322at8509	Complete	group3	16792205	16826030	+	4066	844
45184at8509	Complete	group17	28214743	28248261	+	4153	817
59167at8509	Complete	group10	41392076	41463840	+	3474	823
15523at8509	Complete	group1	111628479	111641769	+	3674	844
20274at8509	Complete	group16	3657638	3671247	+	3441	848
27680at8509	Complete	group8	28753884	28863468	+	3730	845
48644at8509	Complete	group6	128641059	128677010	-	4291	718
53585at8509	Complete	group2	100591136	100641260	+	2737	749
55556at8509	Complete	group7	77145435	77199285	-	3578	808
49066at8509	Complete	group2	167466518	167503954	+	3084	832
51453at8509	Complete	group1	106734325	106743505	+	4084	811
12829at8509	Complete	group5	88437511	88589296	-	4098	798
24170at8509	Complete	group7	26479065	26527023	-	4140	783
36223at8509	Complete	group1	175631463	175702964	+	4145	837
44229at8509	Complete	group7	17527319	17577435	-	4008	842
59855at8509	Complete	group5	56552723	56579732	+	4225	822
975at8509	Complete	group1	87134083	87167863	-	4489	844
24785at8509	Complete	group1	66822485	66929997	-	4004	838
26999at8509	Complete	group14	44178824	44257907	+	4347	840
28399at8509	Complete	group8	15485293	15517607	+	3417	847
37614at8509	Complete	group6	87985360	88110992	-	3991	828
37905at8509	Complete	group6	91743736	91833123	+	4125	838
5232at8509	Complete	group9	65863708	65894671	+	3948	833
57583at8509	Complete	group1	103343328	103361586	+	3529	785
6213at8509	Complete	group7	41930238	41996521	+	3456	839
9631at8509	Complete	group6	269225	300154	+	4350	391
13903at8509	Complete	group8	31778180	31826212	+	3677	833
16009at8509	Complete	group6	55769668	55935588	-	4186	842
10529at8509	Complete	group7	27491890	27628437	+	4011	833
29757at8509	Complete	group3	26324831	26387121	-	3545	829
32547at8509	Complete	group7	115734749	115778799	+	3542	799
14505at8509	Complete	group19	19936126	19994569	-	3701	826
23666at8509	Complete	group2	105663974	105684604	-	3725	789
30170at8509	Duplicated	group1	148726398	148731432	+	2602	838
30170at8509	Duplicated	group1	148684089	148689128	+	2598	838
30832at8509	Complete	group8	81360713	81378844	+	3427	829
34757at8509	Complete	group7	12902704	12977584	-	3886	833
37827at8509	Complete	group17	4042381	4090793	-	3771	827
38120at8509	Complete	group13	80287531	80333206	-	4128	848
38769at8509	Complete	group11	54423531	54488974	-	3827	831
13491at8509	Complete	group1	153554661	153665009	+	4195	831
34209at8509	Complete	group4	95559318	95561841	-	3798	839
56011at8509	Complete	group1	99908147	99929790	+	4038	328
8525at8509	Complete	group1	79569339	79592669	-	2599	796
46878at8509	Complete	group13	17213960	17234825	-	3669	806
48402at8509	Complete	group4	129590531	129598294	-	3885	837
50344at8509	Complete	group16	14431001	14463099	-	3964	826
53711at8509	Complete	group12	75256096	75271288	-	2598	775
10552at8509	Complete	group2	123351890	123389268	+	4111	814
23222at8509	Complete	group11	47729928	47772633	+	4130	834
32459at8509	Complete	group2	3831598	3852421	-	3329	835
7878at8509	Complete	group11	35537289	35550979	+	3449	827
8799at8509	Complete	group10	15254079	15295452	+	3221	824
13001at8509	Complete	group4	54726764	54768259	-	3948	819
15180at8509	Complete	group11	45160163	45190397	-	3762	831
17768at8509	Complete	group11	44804964	44892516	-	4331	829
31841at8509	Complete	group5	125057808	125083053	-	3879	834
33875at8509	Complete	group1	184416643	184419154	+	3857	833
38211at8509	Complete	group14	34710092	34712579	-	4043	817
54234at8509	Complete	group6	131701656	131741535	-	3752	750
58426at8509	Complete	group15	60462702	60487204	-	3620	829
6289at8509	Complete	group6	15845133	15882927	-	4302	831
19154at8509	Complete	group1	109703000	109707728	+	3967	821
21722at8509	Complete	group5	60721622	60758522	-	4311	832
10095at8509	Complete	group5	126735279	126762227	-	4357	828
10560at8509	Complete	group9	12805903	13147583	-	4204	834
33258at8509	Complete	group11	3914668	4005563	-	4292	824
38524at8509	Complete	group1	113714014	113736014	-	3860	826
13905at8509	Complete	group7	31514125	31566383	-	4314	430
22682at8509	Complete	group1	26212080	26228613	-	3448	832
23734at8509	Complete	group1	134325567	134334195	+	4304	810
24843at8509	Complete	group18	2452531	2455033	-	4265	833
37443at8509	Complete	group18	25494292	25510758	+	3763	831
58063at8509	Complete	group13	1902569	1928516	+	3442	756
6501at8509	Complete	group4	124211224	124430518	-	4455	820
8441at8509	Complete	group1	121366104	121389147	-	3928	822
11169at8509	Complete	group6	131304905	131311139	+	3486	811
17109at8509	Complete	group16	19672817	19728186	+	4248	831
33212at8509	Complete	group8	103883907	103935495	-	3778	829
41618at8509	Complete	group1	75829930	75839060	-	3225	820
41963at8509	Complete	group16	16110645	16195155	+	3106	240
44617at8509	Complete	group9	16813843	16839460	+	3192	774
50363at8509	Complete	group1	16261471	16301652	+	3973	819
52904at8509	Complete	group1	134019274	134027512	-	2656	784
22815at8509	Complete	group12	63778886	63819958	-	4203	825
3530at8509	Complete	group6	102378614	102495483	+	2039	390
36414at8509	Complete	group6	28654906	28714037	-	4108	819
50718at8509	Complete	group12	29679298	29752761	+	3456	810
53489at8509	Complete	group17	14517708	14565040	+	4210	750
19566at8509	Complete	group13	47827952	48031196	-	4026	824
19825at8509	Complete	group4	77903640	77934775	-	4115	830
28932at8509	Complete	group5	4339326	4452731	+	3354	813
33707at8509	Complete	group8	31043700	31093400	+	4347	820
52489at8509	Complete	group5	17273068	17302856	-	3676	754
53129at8509	Complete	group10	14307963	14371919	-	3742	773
56494at8509	Complete	group5	20132762	20204119	-	3728	820
58886at8509	Complete	group1	76228274	76242241	+	3620	831
59437at8509	Complete	group1	86579909	86651423	-	3862	844
22818at8509	Complete	group6	81991476	82006507	-	3693	809
32518at8509	Complete	group3	1509645	1549476	-	2581	565
32691at8509	Complete	group6	70894442	70908165	+	3985	827
50132at8509	Complete	group2	49663645	49696082	-	2113	823
6039at8509	Complete	group1	176339058	176354831	+	4052	826
12193at8509	Complete	group7	35049393	35077336	+	3776	827
24468at8509	Complete	group12	22457084	22522290	-	4141	473
37297at8509	Complete	group10	17308646	17503436	-	3849	846
40359at8509	Complete	group2	87970884	88041549	+	4241	826
49881at8509	Complete	group3	148704778	148720687	+	3310	827
50053at8509	Complete	group6	73410793	73430354	+	4061	818
55910at8509	Complete	group1	126040662	126067294	+	3048	817
6746at8509	Complete	group7	100396066	100440046	+	3040	677
11474at8509	Complete	group11	48986362	49024196	+	3824	734
16417at8509	Complete	group5	13218466	13251236	-	3891	822
16843at8509	Complete	group12	59518288	59623623	+	4203	802
31350at8509	Complete	group16	33415319	33485082	-	2396	777
45329at8509	Complete	group1	109453363	109461418	-	2316	749
49439at8509	Complete	group14	54493909	54566973	-	3577	625
53089at8509	Complete	group5	107596749	107613692	-	2954	813
56108at8509	Complete	group4	102167183	102188690	-	2514	762
17989at8509	Complete	group2	166317152	166331322	-	3821	815
22002at8509	Complete	group7	127310107	127429115	-	3931	818
29949at8509	Complete	group3	109474352	109541289	-	4147	822
44118at8509	Complete	group1	108479794	108502937	+	3452	773
45939at8509	Complete	group19	5144959	5183894	+	2797	825
50285at8509	Complete	group6	25892593	25923376	-	2922	817
11367at8509	Complete	group19	27137929	27165037	+	3147	820
20099at8509	Complete	group9	35944259	35968960	-	4189	820
21430at8509	Complete	group9	101383770	101424000	+	4191	706
24360at8509	Complete	group7	62270731	62322171	+	3965	812
27365at8509	Complete	group10	11956129	11985313	-	2666	814
29247at8509	Complete	group8	67481417	67531566	-	4135	813
4746at8509	Complete	group2	40309898	40402080	+	3475	725
9915at8509	Complete	group2	154750375	154796706	-	4234	823
18947at8509	Complete	group8	78831368	78910043	+	4023	815
21314at8509	Complete	group2	25214413	25238758	-	4028	818
22588at8509	Complete	group9	62852826	62867553	+	3858	819
34070at8509	Complete	group4	15384485	15402546	-	4007	805
44044at8509	Complete	group8	27837788	27876590	-	4014	816
10465at8509	Complete	group9	36316634	36382345	-	4134	822
38328at8509	Complete	group8	13919907	13938909	-	3849	814
5134at8509	Complete	group7	66320610	66385085	+	3039	412
55357at8509	Complete	group13	36551050	36602777	+	3964	791
15042at8509	Complete	group9	70976327	71016810	-	3519	808
17924at8509	Complete	group10	76106985	76145090	+	4145	820
27707at8509	Complete	group11	5517341	5551973	-	3797	807
43871at8509	Complete	group7	99655971	99764833	+	3084	756
50547at8509	Complete	group1	167359660	167402276	+	3631	738
61041at8509	Complete	group2	161266509	161283421	-	3832	818
8337at8509	Complete	group5	77137570	77150470	-	4120	822
14806at8509	Complete	group11	48518588	48586071	+	3937	814
26780at8509	Complete	group5	105694796	105733548	-	3937	809
3759at8509	Complete	group18	11981728	11997214	+	4174	804
38458at8509	Complete	group3	160365478	160428427	+	4030	820
11103at8509	Complete	group2	161291230	161369660	-	3287	812
11648at8509	Complete	group9	20984864	21010036	+	3292	824
17415at8509	Complete	group1	162995181	163013909	-	3554	809
25145at8509	Complete	group3	37765649	37781347	-	3659	791
37986at8509	Complete	group11	66605296	66626598	+	3902	804
40505at8509	Complete	group13	64909552	64932718	-	3836	814
49914at8509	Complete	group14	52839158	52890305	+	4023	780
24791at8509	Complete	group5	70840291	70881159	-	4097	797
41846at8509	Complete	group6	45631419	45700070	+	4015	817
45962at8509	Complete	group9	82471022	82498539	+	2185	763
46438at8509	Complete	group3	31983954	32013965	+	2501	799
4756at8509	Complete	group7	43514854	43517302	+	3000	814
53679at8509	Complete	group14	40390914	40434531	-	3463	823
58274at8509	Complete	group5	1340589	1370960	+	2075	837
13131at8509	Complete	group4	120041700	120063312	+	3830	816
18581at8509	Complete	group11	3735231	3738121	-	3825	797
22754at8509	Complete	group1	170519328	170538843	+	4105	801
29425at8509	Complete	group11	5382105	5416889	+	3766	804
29953at8509	Complete	group13	21316269	21390116	-	3354	800
42462at8509	Complete	group1	121644610	121687862	-	3858	815
20237at8509	Complete	group1	108758090	108770474	+	4320	807
23089at8509	Complete	group1	170065070	170075799	+	3734	807
49769at8509	Complete	group14	19423216	19435290	-	4088	819
57970at8509	Complete	group17	14740617	14771027	-	3938	804
17791at8509	Complete	group3	155310203	155383297	-	3239	810
6480at8509	Complete	group3	79591515	79622705	-	4013	816
6956at8509	Complete	group10	79091890	79168996	+	4103	815
31655at8509	Complete	group1	18716767	18729627	-	3974	813
10712at8509	Complete	group11	38647976	38676755	-	4114	814
12808at8509	Complete	group5	95422553	95485619	+	4121	813
29679at8509	Complete	group8	22208786	22230808	+	2682	814
30727at8509	Complete	group8	47641837	47673772	-	4132	812
50778at8509	Complete	group14	21600367	21634624	+	3408	733
56763at8509	Complete	group8	23597802	23609098	-	3800	795
14331at8509	Complete	group3	89846676	89883108	-	3019	328
19974at8509	Complete	group5	95225936	95241527	+	4192	805
24820at8509	Complete	group11	66742760	66750423	-	3780	800
28539at8509	Complete	group11	3562959	3624755	+	3580	788
33193at8509	Complete	group14	1545564	1590066	-	4203	833
41315at8509	Complete	group2	90925092	90950600	+	3667	798
47358at8509	Complete	group5	126560228	126571385	+	1332	679
11868at8509	Complete	group2	181215147	181217586	-	4023	811
15023at8509	Complete	group3	82897499	82946477	+	4049	795
30203at8509	Complete	group13	24369138	24422143	+	4009	803
42993at8509	Complete	group3	29149198	29165757	+	3807	810
52283at8509	Complete	group12	14292294	14387971	+	3850	796
53223at8509	Complete	group4	13974821	14001130	+	3831	783
13632at8509	Complete	group1	113656209	113695170	-	3315	806
33849at8509	Complete	group3	90819640	90863895	+	3857	793
41437at8509	Complete	group3	116739104	116789033	+	3825	810
11517at8509	Complete	group1	146617246	146624759	-	4038	808
12225at8509	Complete	group12	17134324	17164071	+	3968	807
36139at8509	Complete	group1	91225630	91305600	-	3943	794
36675at8509	Complete	group7	44386481	44400209	+	1592	664
10045at8509	Complete	group10	9395894	9456829	+	3388	808
26188at8509	Complete	group7	12145722	12191923	+	3981	765
38356at8509	Complete	group11	54355715	54366803	+	3939	832
46914at8509	Complete	group1	12960055	12970879	+	3074	786
56212at8509	Complete	group3	52460363	52612811	+	3475	811
20932at8509	Complete	group3	64248833	64271231	-	3648	804
29896at8509	Complete	group8	67538512	67569894	-	3196	789
46048at8509	Complete	group7	33270161	33306924	+	3891	796
46397at8509	Complete	group1	108947336	108954188	+	3860	804
46502at8509	Complete	group3	89172833	89214447	-	2172	763
47244at8509	Complete	group4	115027448	115060446	-	4008	672
47704at8509	Complete	group10	20730311	20786160	+	1298	762
7663at8509	Complete	group6	64160878	64296086	+	4021	776
9178at8509	Complete	group8	89378945	89477074	-	3340	801
12578at8509	Complete	group12	64418154	64450702	-	4278	796
15003at8509	Complete	group1	29901804	29925068	-	4066	794
26941at8509	Complete	group9	47351971	47397164	-	4007	797
28581at8509	Complete	group3	51786921	51872892	-	4103	736
46729at8509	Complete	group1	147450816	147454756	-	3149	770
52371at8509	Complete	group7	43522829	43567264	-	3507	790
54649at8509	Complete	group15	6740670	6747816	+	3566	778
22734at8509	Complete	group16	13019946	13049118	-	4017	792
23197at8509	Complete	group6	70572419	70592051	+	3923	803
39329at8509	Complete	group5	15807578	16118979	+	4133	782
40724at8509	Complete	group11	14820821	14842306	-	3564	800
42297at8509	Complete	group2	35292409	35355618	+	3971	765
58761at8509	Complete	group6	70366822	70455372	-	3318	767
6090at8509	Complete	group2	185123122	185134574	+	4023	797
13663at8509	Complete	group1	106617374	106631449	+	3992	789
17344at8509	Complete	group12	32111448	32158290	+	3697	793
19144at8509	Complete	group13	64376961	64524225	+	3608	795
24371at8509	Complete	group10	29781090	29807771	-	2782	765
2996at8509	Complete	group12	38875437	39236635	-	3853	794
30393at8509	Complete	group2	103052018	103065093	-	3973	785
38645at8509	Complete	group4	7425631	7436278	+	3442	791
44947at8509	Complete	group9	30235070	30248600	+	2728	806
54914at8509	Complete	group5	58007796	58133085	+	2741	775
58287at8509	Complete	group17	9742289	9756943	+	3071	772
6368at8509	Complete	group2	21824598	22106653	-	3802	782
10298at8509	Complete	group6	51989505	52397386	-	4261	786
12478at8509	Complete	group1	58196204	58308062	+	3894	795
16744at8509	Complete	group13	32844206	32846618	-	4038	800
25238at8509	Complete	group18	20516394	20610160	+	3455	798
33681at8509	Complete	group9	16167591	16180091	+	2888	791
39138at8509	Complete	group8	83165061	83206776	+	4038	764
43610at8509	Complete	group12	76827125	77104388	-	4032	798
50141at8509	Complete	group5	58555037	58605609	-	3213	796
10765at8509	Complete	group2	18495320	18583264	-	3901	800
16364at8509	Complete	group8	8638236	8680319	-	3301	740
18404at8509	Complete	group13	34025700	34047273	-	3441	796
21007at8509	Complete	group3	17107119	17109510	-	2723	791
25773at8509	Complete	group2	89956085	89980911	-	4032	798
29360at8509	Complete	group2	1250916	1272888	+	3985	789
29646at8509	Complete	group11	66652826	66686065	-	3396	796
33991at8509	Complete	group13	42448323	42474174	-	2930	771
35535at8509	Complete	group4	109232006	109335148	+	4105	805
54535at8509	Complete	group14	43071904	43128387	-	3474	819
59555at8509	Complete	group1	107566424	107598927	+	2249	731
6912at8509	Complete	group9	1961740	1974406	-	3988	801
20883at8509	Complete	group12	50563286	50643942	-	3884	782
26067at8509	Complete	group1	171161210	171174503	-	3945	778
56595at8509	Complete	group1	112257389	112272336	+	3998	795
16160at8509	Complete	group14	54721010	54728911	+	2548	689
31542at8509	Complete	group13	28930487	28942122	-	3780	792
32899at8509	Complete	group3	81023092	81033987	-	3669	797
33109at8509	Complete	group5	57551466	57584621	-	3656	796
40129at8509	Complete	group2	185613152	185671351	-	3861	799
44640at8509	Complete	group5	90546096	90568616	-	2867	759
10199at8509	Complete	group20	1467290	1499811	+	3080	786
19009at8509	Complete	group7	45084966	45104412	+	3912	798
30316at8509	Complete	group5	82288086	82324320	-	4072	778
41419at8509	Complete	group7	40911252	40925202	-	3735	785
18465at8509	Complete	group1	170137368	170157254	+	4036	751
21269at8509	Complete	group1	132288783	132291177	-	3918	794
43529at8509	Complete	group4	11360155	11393376	-	3891	752
51561at8509	Complete	group16	29027650	29087792	-	3638	794
52311at8509	Complete	group14	16416547	16446269	+	3627	757
7626at8509	Complete	group2	58671560	58699818	+	3751	795
24491at8509	Complete	group13	83985518	84037221	-	4091	460
32692at8509	Complete	group3	91163698	91231915	-	3828	789
45791at8509	Complete	group1	161620186	161630353	+	2205	773
7256at8509	Complete	group9	36769779	36815807	+	4009	769
22154at8509	Complete	group1	38231160	38238270	+	2942	796
27448at8509	Complete	group6	13233738	13305019	-	4126	792
27450at8509	Complete	group2	18837307	18857549	-	3831	794
29486at8509	Complete	group1	144025237	144030824	+	3263	759
40000at8509	Complete	group8	70966895	71195694	-	4222	794
44821at8509	Complete	group1	175175037	175187926	-	3043	752
59192at8509	Complete	group2	52022260	52136576	+	3461	787
33718at8509	Complete	group6	9212779	9240300	+	2992	787
4015at8509	Complete	group6	16736861	17095054	+	4158	792
45642at8509	Complete	group13	27270003	27280698	+	3819	781
46625at8509	Complete	group1	44750836	44782371	-	3275	789
46865at8509	Complete	group7	12557204	12578978	+	3307	784
7682at8509	Complete	group4	134533875	134546792	+	3980	787
8633at8509	Complete	group1	164143369	164159478	-	3865	788
21009at8509	Complete	group1	139535589	139543355	+	3031	791
35174at8509	Complete	group2	159201179	159232286	+	3487	790
42264at8509	Complete	group2	52632361	52652102	-	3721	763
50586at8509	Complete	group6	29723530	29735312	-	3482	763
60199at8509	Complete	group4	2035494	2152637	-	2769	686
10551at8509	Complete	group8	12101903	12249973	-	3569	758
25681at8509	Complete	group16	22849059	22949290	+	3405	767
28311at8509	Complete	group2	109147336	109186454	+	3806	771
3173at8509	Complete	group14	84284233	84315567	+	3944	784
4398at8509	Complete	group6	73865254	74032355	+	4102	784
44060at8509	Complete	group6	100185497	100212493	-	3233	776
50832at8509	Complete	group14	28871929	28933272	+	2632	790
10207at8509	Complete	group7	72824104	72877981	-	3792	769
25537at8509	Complete	group4	8740138	8775675	+	3608	782
28987at8509	Complete	group11	18602017	18604318	-	1485	724
29783at8509	Complete	group1	134064040	134072179	+	3988	782
35749at8509	Complete	group13	63567646	63610702	-	3081	792
46068at8509	Complete	group1	12542345	12550572	-	2438	735
57522at8509	Complete	group1	66757361	66774756	-	2763	759
58944at8509	Complete	group7	49789437	49818804	-	3706	775
8217at8509	Complete	group1	33878354	33924448	+	3892	789
38926at8509	Complete	group8	60796570	60837738	-	3631	776
39174at8509	Complete	group4	70061746	70069685	-	2475	803
53279at8509	Complete	group2	64853218	64881526	+	3231	773
57661at8509	Complete	group9	44528643	44547331	-	3570	784
58208at8509	Complete	group17	29394760	29418280	-	3583	788
987at8509	Complete	group20	9860062	9871913	-	4078	786
12247at8509	Complete	group4	56732076	56752713	-	3963	773
20695at8509	Complete	group3	92476068	92563707	-	3969	789
20877at8509	Complete	group1	21454589	21479414	-	3534	780
22341at8509	Complete	group2	42771285	42821448	-	3300	787
25465at8509	Complete	group18	4706055	4713767	-	3257	778
28162at8509	Complete	group9	12144848	12370668	+	3764	707
28561at8509	Complete	group1	54610754	54630474	+	3416	769
31998at8509	Complete	group1	17064430	17077591	-	2797	768
32016at8509	Complete	group3	108040003	108313889	+	4065	784
46165at8509	Complete	group1	122683902	122709340	-	3609	778
55614at8509	Duplicated	ptg001181l	546	9421	-	2685	738
55614at8509	Duplicated	group1	176901526	176910401	+	2685	738
916at8509	Complete	group13	32319912	32349575	-	3747	781
13729at8509	Fragmented	group4	137931250	138031627	+	2288	437
17673at8509	Complete	group3	98629229	98774314	+	3913	768
25609at8509	Complete	group2	183512784	183560816	-	3954	691
28087at8509	Complete	group5	122968954	122976125	-	3394	777
34093at8509	Complete	group11	75863455	75997777	-	3348	686
18808at8509	Complete	group5	88596147	88633638	-	3895	778
32193at8509	Complete	group5	92171371	92212984	+	3664	729
15056at8509	Complete	group9	68655549	68695111	+	3907	785
34511at8509	Complete	group2	173154096	173265089	-	3796	782
38801at8509	Complete	group7	118531831	118547991	+	3789	757
45385at8509	Complete	group3	16220853	16399944	+	3918	784
46251at8509	Complete	group6	72310136	72352458	-	3115	762
47925at8509	Complete	group6	8443741	8463123	-	2811	679
33474at8509	Complete	group2	127340383	127423281	-	3247	786
34804at8509	Complete	group1	19561645	19567703	-	2743	741
38945at8509	Complete	group6	7411096	7465313	+	3830	780
47104at8509	Complete	group13	66541750	66548642	+	4017	761
52958at8509	Complete	group11	5931263	5963616	-	2092	670
5823at8509	Complete	group5	137639590	137662200	-	3774	784
25616at8509	Complete	group4	104860680	104884633	+	3673	312
47388at8509	Complete	group2	139365454	139377796	-	2163	759
50227at8509	Complete	group1	138976791	139014438	+	2867	746
1763at8509	Complete	group9	59740311	59761996	+	4038	781
25564at8509	Complete	group3	109580530	109671614	+	3255	712
31359at8509	Complete	group3	5525382	5562257	+	3656	782
33130at8509	Complete	group8	62229780	62255100	+	3646	778
34250at8509	Complete	group14	17721589	17728266	+	2930	716
35357at8509	Complete	group6	78080006	78203255	+	3628	741
57262at8509	Complete	group13	15507405	15593582	+	3623	781
11713at8509	Complete	group16	24115368	24215111	+	4223	781
20615at8509	Complete	group1	45739748	45779284	-	3353	774
27151at8509	Complete	group8	48465314	48526065	-	3979	782
28423at8509	Complete	group7	59869316	59896192	+	3380	766
42790at8509	Complete	group8	34680315	34828161	-	3210	781
45916at8509	Complete	group9	36657169	36680132	-	3130	775
4975at8509	Complete	group13	36832884	36858702	+	3910	781
51956at8509	Complete	group20	4499706	4514570	+	3704	711
52055at8509	Complete	group19	19792889	19837413	+	3067	672
52227at8509	Complete	group3	155491692	155505950	-	1974	741
55872at8509	Fragmented	group12	59714891	59799959	-	2256	442
16683at8509	Complete	group1	45598553	45619815	-	3318	735
1902at8509	Complete	group5	56524706	56542991	-	4218	779
20598at8509	Complete	group1	125175700	125195056	-	3625	761
23667at8509	Complete	group2	19402876	19412254	+	2985	758
32183at8509	Complete	group1	134676011	134681663	+	3258	775
35020at8509	Complete	group19	5274489	5309339	-	2214	766
41297at8509	Complete	group4	64517297	64519589	+	3066	756
8061at8509	Complete	group14	25840004	25886601	-	3937	781
14247at8509	Complete	group7	62777689	62804422	+	3962	780
18689at8509	Complete	group9	61376059	61409450	-	3709	772
21281at8509	Complete	group7	115680735	115715842	+	3640	733
43959at8509	Duplicated	ptg001137l	111165	124676	+	3107	699
43959at8509	Duplicated	ptg000805l	158428	171289	-	3080	697
60534at8509	Complete	group8	42326674	42372459	+	3514	768
7031at8509	Complete	group6	11800827	11869326	-	3977	778
13631at8509	Complete	group1	54146597	54156413	+	2853	763
18352at8509	Complete	group2	10189601	10210886	+	3881	776
18711at8509	Complete	group12	69968101	70035825	-	3764	773
25005at8509	Complete	group1	180914980	180943305	+	3917	780
37450at8509	Complete	group10	69868718	69966661	+	4112	775
51930at8509	Complete	group16	702062	715484	-	3237	749
52631at8509	Complete	group14	53909086	53943235	-	1790	656
9420at8509	Complete	group11	13999696	14096446	-	3953	778
11795at8509	Complete	group9	10033004	10164515	+	3139	772
16578at8509	Complete	group1	134200160	134212578	+	3283	633
21326at8509	Complete	group1	74653167	74665704	-	3905	769
22846at8509	Complete	group1	111343162	111350791	-	3477	776
24151at8509	Complete	group16	36149617	36262915	+	3055	777
32229at8509	Complete	group4	126980477	127018148	+	3896	759
33386at8509	Complete	group12	51727228	51830152	+	3869	768
35327at8509	Complete	group11	34533617	34595244	-	3508	775
37409at8509	Complete	group9	19099641	19107997	-	2844	767
57255at8509	Complete	group7	67188908	67220375	+	3362	753
15263at8509	Complete	group16	22123751	22207190	-	3847	737
18936at8509	Complete	group5	39020210	39116418	-	3792	775
14654at8509	Complete	group8	43894094	43920165	+	3842	765
15799at8509	Complete	group7	33317022	33341835	-	2845	755
26077at8509	Complete	group2	86680722	86712359	-	3234	767
39189at8509	Complete	group6	66980140	66998194	-	3270	756
8771at8509	Complete	group4	51696550	51768841	-	3898	740
10532at8509	Complete	group6	127450249	127480770	-	3612	774
25565at8509	Complete	group6	41307648	41363668	-	3881	766
2594at8509	Complete	group16	4912372	4936917	-	3566	774
36653at8509	Complete	group1	32843921	32854151	+	2334	761
47814at8509	Complete	group13	64339393	64372613	+	3368	773
