# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
39730at8509	Complete	ptg000067l	11153348	11174973	-	3844	985
42411at8509	Complete	ptg000011l	53679905	53717728	+	3141	980
15621at8509	Complete	ptg000027l	9136354	9161547	-	4667	987
17769at8509	Complete	ptg000345l	305372	313479	-	4397	919
22726at8509	Complete	ptg000009l	25733716	25810927	-	4608	968
47382at8509	Complete	ptg000010l	9705190	9728459	-	4595	967
58963at8509	Complete	ptg000290l	558536	569170	+	4154	955
42591at8509	Complete	ptg000094l	2240804	2247612	-	3270	257
49688at8509	Complete	ptg000052l	9149430	9180686	+	2656	966
50375at8509	Complete	ptg000074l	4808682	4832801	-	4686	966
52512at8509	Complete	ptg000345l	313707	323322	+	3720	938
13114at8509	Complete	ptg000141l	7238105	7290344	+	4275	476
29485at8509	Complete	ptg000007l	6140141	6232273	-	4142	1000
32015at8509	Complete	ptg000023l	19010459	19040028	+	4609	964
47643at8509	Complete	ptg000006l	74373744	74503745	-	4427	988
47894at8509	Complete	ptg000021l	55154183	55199620	-	3949	973
12780at8509	Complete	ptg000001l	18684400	18752110	+	4543	949
30275at8509	Complete	ptg000017l	3947335	4006731	-	3151	951
37553at8509	Complete	ptg000164l	519794	544668	+	4183	983
44310at8509	Complete	ptg000001l	15425331	15512531	-	3974	932
12616at8509	Complete	ptg000006l	29425435	29459670	+	4154	971
31878at8509	Complete	ptg000173l	4158509	4241318	-	3831	933
12810at8509	Complete	ptg000037l	203164	295524	-	4807	986
16013at8509	Complete	ptg000357l	31510442	31541516	-	5093	962
50062at8509	Complete	ptg000132l	4195386	4268432	+	3769	978
53773at8509	Complete	ptg000023l	25184471	25227029	-	4967	984
29275at8509	Complete	ptg000039l	27712466	27766949	+	4699	981
36905at8509	Complete	ptg000038l	40860424	40886187	+	3800	983
37825at8509	Complete	ptg000049l	1977066	2002638	+	4289	982
41940at8509	Complete	ptg000024l	38345516	38716792	-	3941	779
46957at8509	Complete	ptg000674l	287609	293369	+	4513	940
57783at8509	Complete	ptg000068l	6957205	6970316	-	4566	788
16791at8509	Complete	ptg000798l	347970	364141	+	4029	828
21351at8509	Complete	ptg000009l	43149376	43240756	-	3804	958
4625at8509	Complete	ptg000023l	29555052	29752986	+	5158	981
51739at8509	Complete	ptg000021l	44620934	44664369	+	4448	814
19373at8509	Complete	ptg000112l	715928	849197	+	5119	625
25366at8509	Complete	ptg000411l	295924	305792	+	4900	963
23045at8509	Complete	ptg000011l	2196832	2285419	-	4753	965
24734at8509	Complete	ptg000018l	11614376	11617331	+	5214	962
58849at8509	Complete	ptg000141l	8412087	8432932	+	4393	956
8082at8509	Complete	ptg000027l	9648751	9687189	-	4356	977
12006at8509	Complete	ptg000009l	13969036	13990013	+	3561	965
23233at8509	Complete	ptg000067l	9823782	9909216	-	4172	960
30089at8509	Complete	ptg000411l	69116	82923	-	4728	812
31933at8509	Complete	ptg000201l	625281	791716	+	4956	981
34631at8509	Complete	ptg000057l	11162789	11241624	+	4956	859
36605at8509	Complete	ptg000500l	735193	801801	+	4334	982
39860at8509	Complete	ptg000017l	8465185	8543853	+	3763	962
41753at8509	Complete	ptg000021l	111998329	112015276	-	4709	972
50901at8509	Complete	ptg000032l	1534985	1552061	-	5002	902
53115at8509	Complete	ptg000026l	410485	441248	+	2956	1001
10405at8509	Complete	ptg000234l	1797385	1884395	+	3908	839
37765at8509	Complete	ptg000267l	3751249	3784710	+	2314	987
44490at8509	Complete	ptg000065l	2190134	2223995	+	3137	949
47761at8509	Complete	ptg000039l	13138370	13165556	+	2202	989
285at8509	Complete	ptg000011l	41925879	42046847	+	5447	961
31667at8509	Complete	ptg000020l	3892858	3948634	+	5252	980
36140at8509	Complete	ptg000027l	7730975	7750168	-	3806	958
55227at8509	Complete	ptg000190l	5542387	5577877	-	4095	945
16958at8509	Complete	ptg000319l	779609	807120	+	4451	972
40320at8509	Complete	ptg000311l	575804	584382	-	3544	976
26338at8509	Complete	ptg000020l	39741780	39892559	-	4746	975
7053at8509	Complete	ptg000265l	330655	365279	-	4517	958
41818at8509	Complete	ptg000027l	53018072	53054664	+	4214	976
20034at8509	Complete	ptg000017l	95320786	95357416	+	4555	975
32151at8509	Complete	ptg000357l	49217990	49256953	-	4713	973
41859at8509	Complete	ptg000021l	72502456	72608892	-	4688	978
17328at8509	Complete	ptg000006l	41334838	41450027	-	4326	973
30636at8509	Complete	ptg000027l	37815129	37954979	-	4850	972
33119at8509	Complete	ptg000164l	380295	393650	-	4112	979
50755at8509	Complete	ptg000083l	1937149	1990977	+	4479	917
57308at8509	Complete	ptg000245l	1042964	1135973	-	4099	958
18842at8509	Complete	ptg000408l	952008	989002	+	4617	951
23772at8509	Complete	ptg000006l	61915518	61984704	-	4628	974
47473at8509	Complete	ptg000037l	1992323	2067038	-	2750	344
55607at8509	Complete	ptg000167l	1972104	2000708	-	4402	961
57117at8509	Complete	ptg000159l	635239	647481	-	3605	889
21814at8509	Complete	ptg000017l	60960492	61033647	+	2929	746
43968at8509	Complete	ptg000027l	30800493	30820496	-	3862	935
48553at8509	Complete	ptg000001l	22776527	22922255	-	4635	972
49189at8509	Complete	ptg000023l	48105367	48171289	+	3978	865
55624at8509	Complete	ptg000074l	10506491	10560414	-	4764	928
8520at8509	Complete	ptg000024l	50934494	50946070	+	4634	972
26785at8509	Complete	ptg000697l	332265	358796	-	4135	925
48507at8509	Complete	ptg000070l	964031	1045799	+	4197	949
26599at8509	Complete	ptg000094l	2174014	2185233	-	4496	965
35068at8509	Complete	ptg000057l	11369884	11472202	-	4152	971
7584at8509	Complete	ptg000152l	5264591	5307799	+	5071	958
13234at8509	Complete	ptg000011l	75407355	75431066	+	4883	970
16451at8509	Complete	ptg000003l	20759259	20779138	+	3653	969
42705at8509	Complete	ptg000440l	276467	302071	+	3960	960
7346at8509	Complete	ptg000057l	9486022	9532919	-	5027	956
7536at8509	Complete	ptg000083l	4734952	4828658	-	4806	963
14469at8509	Complete	ptg000085l	4966460	4988221	-	4552	959
21234at8509	Complete	ptg000038l	11962513	12209684	-	4600	950
39447at8509	Complete	ptg000043l	1714017	1774641	-	4636	962
54907at8509	Complete	ptg000365l	196121	214240	-	3672	452
13561at8509	Complete	ptg000209l	193998	239467	-	4968	952
43542at8509	Complete	ptg000005l	27793132	27821967	-	2342	902
50382at8509	Complete	ptg000021l	23930781	24508272	+	4792	942
55279at8509	Complete	ptg000215l	630582	660926	-	4336	946
10366at8509	Complete	ptg000024l	102208385	102283799	-	4573	964
32655at8509	Complete	ptg000038l	22694712	22735187	-	4472	960
3344at8509	Complete	ptg000046l:1-4995000	41210	117163	-	4007	948
42667at8509	Complete	ptg000074l	2499445	2527420	+	4831	931
22391at8509	Complete	ptg000103l	4270975	4306938	-	4753	963
22911at8509	Complete	ptg000042l	5562061	5583940	-	4178	945
1457at8509	Complete	ptg000012l	13827425	13948531	-	4624	916
17594at8509	Complete	ptg000024l	33667553	33695917	+	4877	953
18095at8509	Complete	ptg000144l	153537	157641	+	4323	958
18113at8509	Complete	ptg000365l	145878	161211	+	4445	956
18152at8509	Complete	ptg000012l	31146628	31235763	+	4696	962
25584at8509	Complete	ptg000398l	1400761	1403653	+	4306	953
58890at8509	Complete	ptg000023l	8806216	8851944	+	4053	959
30379at8509	Complete	ptg000023l	12312940	12315832	+	5015	956
41126at8509	Complete	ptg000080l	6589001	6591896	-	4788	958
49273at8509	Complete	ptg000398l	503447	538366	+	3189	933
57888at8509	Complete	ptg000357l	51988324	52007362	-	4094	948
13302at8509	Complete	ptg000234l	1308350	1355138	-	4807	961
52324at8509	Complete	ptg000067l	10683725	10697488	+	4600	924
56842at8509	Complete	ptg000005l	11865123	11878909	-	1764	949
12505at8509	Complete	ptg000020l	4416365	4447476	+	4723	935
46513at8509	Complete	ptg000357l	15671497	15722213	-	2959	697
14460at8509	Complete	ptg000011l	33561025	33608460	-	4802	955
49668at8509	Complete	ptg000021l	16499361	16515157	+	3153	864
49827at8509	Complete	ptg000167l	1302480	1305336	+	4371	949
51944at8509	Complete	ptg000021l	91374879	91511442	-	4411	940
8810at8509	Complete	ptg000017l	105399687	105412039	+	4356	956
15694at8509	Complete	ptg000275l	84032	345836	+	4760	938
30671at8509	Complete	ptg000003l	39075079	39140121	-	3871	927
15882at8509	Complete	ptg000398l	1760997	1799877	-	4905	956
6315at8509	Complete	ptg000017l	17429676	17446463	-	4536	953
15678at8509	Complete	ptg000357l	727810	809188	-	4914	956
29288at8509	Complete	ptg000018l	10585814	10617304	-	4686	937
37357at8509	Complete	ptg000027l	6713511	6738235	-	4476	939
10340at8509	Complete	ptg000020l	20696070	20786917	+	4986	904
37178at8509	Complete	ptg000021l	42147683	42196553	+	4104	943
37507at8509	Complete	ptg000021l	54310135	54364458	+	4303	951
4386at8509	Complete	ptg000139l	865793	882769	-	4438	951
48531at8509	Complete	ptg000027l	29020908	29240277	-	2798	938
6390at8509	Complete	ptg000218l	138924	232363	-	4824	955
11301at8509	Complete	ptg000173l	7247817	7325942	+	4825	955
36312at8509	Complete	ptg000006l	30005739	30072742	-	4604	953
44281at8509	Complete	ptg000522l	295372	327900	+	3500	773
55306at8509	Complete	ptg000006l	58481816	58534477	+	4901	948
13389at8509	Complete	ptg000357l	52783052	52794652	-	4217	950
28835at8509	Complete	ptg000357l	21010788	21105431	-	4740	950
35011at8509	Complete	ptg000035l	1964147	2080280	+	4494	929
41347at8509	Complete	ptg000125l	25731337	26049468	+	3802	948
46533at8509	Complete	ptg000024l	21463106	21596034	-	3020	954
14021at8509	Complete	ptg000024l	81152050	81247029	-	4343	951
24720at8509	Complete	ptg000027l	34872545	34946787	+	4830	950
34679at8509	Complete	ptg000719l	76237	104992	+	3663	906
40790at8509	Complete	ptg000141l	189095	224422	-	4623	941
40865at8509	Complete	ptg000018l	14257581	14261387	+	3235	948
42789at8509	Complete	ptg000357l	38754013	38772938	+	4242	924
47655at8509	Complete	ptg000079l	8253217	8281416	-	3972	901
52258at8509	Complete	ptg000548l	3160197	3189308	-	3895	939
15797at8509	Complete	ptg000021l	87506860	87538651	-	4440	940
16927at8509	Complete	ptg000612l	341899	389211	+	3650	950
17418at8509	Complete	ptg000012l	17912100	17982003	-	4718	949
25220at8509	Complete	ptg000067l	5365844	5428407	-	4852	950
32595at8509	Complete	ptg000043l	2401962	2427720	-	3961	934
46876at8509	Complete	ptg000357l	50305115	50338872	-	3514	834
48186at8509	Complete	ptg000032l	777238	788714	+	3473	883
21529at8509	Complete	ptg000017l	11732963	11777309	-	3660	924
21636at8509	Complete	ptg000023l	21671587	21690244	+	4283	974
27356at8509	Complete	ptg000023l	39630761	39642212	-	4227	943
32005at8509	Complete	ptg000011l	70855915	70858675	-	3390	905
44101at8509	Complete	ptg000049l	3008433	3120830	-	3769	941
9482at8509	Complete	ptg000357l	54761543	54804862	+	4542	945
15088at8509	Complete	ptg000027l	40570160	40605602	-	4236	938
26189at8509	Complete	ptg000024l	87742592	87888176	+	4688	899
51464at8509	Complete	ptg000023l	45989877	46017358	+	3673	904
19990at8509	Complete	ptg000009l	47457141	47469258	-	4075	901
22351at8509	Complete	ptg000011l	24877375	25131744	+	4496	866
36640at8509	Complete	ptg000023l	43434763	43454263	-	4186	932
50416at8509	Complete	ptg000009l	21267163	21287720	+	3726	931
24181at8509	Complete	ptg000005l	31227170	31290829	-	3827	927
25729at8509	Complete	ptg000173l	8544269	8681406	-	4640	908
31631at8509	Complete	ptg000074l	6998496	7029430	-	4658	918
32911at8509	Complete	ptg000024l	19657503	19715373	+	4294	945
9597at8509	Complete	ptg000160l	223021	277542	-	4534	869
10014at8509	Complete	ptg000003l	35094026	35146270	-	3714	937
21303at8509	Complete	ptg000012l	22393652	22449018	-	4642	943
35804at8509	Complete	ptg000476l	159749	199348	-	3391	820
38880at8509	Complete	ptg000500l	656466	665803	-	4875	910
42587at8509	Complete	ptg000028l	4693964	4704502	-	4122	715
4665at8509	Complete	ptg000023l	86445540	86506550	+	4564	914
23072at8509	Complete	ptg000011l	84929217	84972262	-	3923	919
24953at8509	Complete	ptg000032l	986475	997523	+	4263	943
6632at8509	Complete	ptg000038l	39859292	40268828	+	4877	937
9498at8509	Complete	ptg000017l	112236378	112520581	-	4539	943
15069at8509	Complete	ptg000085l	3584575	3595708	+	3355	915
16164at8509	Complete	ptg000006l	50189349	50243383	-	4840	920
48472at8509	Complete	ptg000039l	7848051	7937347	-	3239	696
33817at8509	Complete	ptg000024l	57490856	57531500	+	4177	933
40558at8509	Complete	ptg000016l	3213934	3241046	+	2218	422
42014at8509	Complete	ptg000074l	2134144	2161115	-	4398	932
45062at8509	Complete	ptg000024l	7058791	7136403	+	4228	934
5812at8509	Complete	ptg000085l	6742532	6757975	+	4707	936
6575at8509	Complete	ptg000105l	4569777	4668805	+	4701	941
36302at8509	Complete	ptg000164l	1022613	1031921	+	3743	927
54573at8509	Complete	ptg000011l	35792176	35794984	-	4213	913
7341at8509	Complete	ptg000005l	31996290	32033509	+	3130	772
26973at8509	Complete	ptg000757l	71698	85784	-	4738	490
38744at8509	Complete	ptg000057l	8358808	8398661	+	4147	932
17073at8509	Complete	ptg000011l	46288324	46326794	-	4312	910
28990at8509	Complete	ptg000083l	4958282	5015874	-	3652	862
53613at8509	Complete	ptg000024l	47824340	47835344	+	4638	942
11076at8509	Complete	ptg000039l	13353108	13419110	+	4753	889
29203at8509	Complete	ptg000495l	463917	474522	-	3788	934
47343at8509	Complete	ptg000021l	94922582	94957608	+	4092	918
55254at8509	Complete	ptg000061l	1264215	1316554	-	3863	892
7458at8509	Complete	ptg000798l	219831	252033	-	4843	936
13702at8509	Duplicated	ptg000269l	61973	112275	+	4423	930
13702at8509	Duplicated	ptg000082l	60516	111079	+	4423	930
25075at8509	Complete	ptg000094l	1547205	1550960	+	3124	905
39947at8509	Complete	ptg000018l	5130316	5155101	-	2816	946
22246at8509	Complete	ptg000152l	4241137	4268107	-	4611	896
16825at8509	Complete	ptg000037l	13290810	13329918	+	4716	934
34805at8509	Complete	ptg000064l	7542183	7558918	+	2556	882
29347at8509	Complete	ptg000018l	12312762	12329825	-	4293	927
30319at8509	Complete	ptg000047l	13341732	13405332	-	3674	916
58211at8509	Complete	ptg000006l	70691163	70749928	+	3681	930
59383at8509	Complete	ptg000548l	7172334	7181176	+	3344	770
25277at8509	Complete	ptg000005l	11995605	12029468	-	4507	937
48839at8509	Complete	ptg000212l	2066152	2098133	-	4371	898
9166at8509	Complete	ptg000024l	78341029	78436194	+	4850	904
12360at8509	Complete	ptg000038l	10963669	11045438	-	3824	924
18170at8509	Complete	ptg000011l	12011576	12082632	-	3949	912
18651at8509	Complete	ptg000017l	17127408	17166541	+	4345	929
19318at8509	Complete	ptg000023l	35251639	35312958	+	3864	923
60728at8509	Complete	ptg000017l	110701295	110712855	-	3918	875
10107at8509	Duplicated	ptg000209l	277352	311799	+	4094	884
10107at8509	Duplicated	ptg000212l	2339557	2374048	-	4088	884
10107at8509	Duplicated	ptg000169l	957290	990889	-	4088	884
31408at8509	Complete	ptg000152l	2128827	2190536	+	3433	918
35907at8509	Complete	ptg000786l	35563	79740	-	4017	926
37662at8509	Complete	ptg000180l	2844957	2860815	+	4265	913
11377at8509	Complete	ptg000020l	800843	831346	+	4001	866
26364at8509	Complete	ptg000012l	12934801	13000600	+	3566	923
54768at8509	Complete	ptg000808l	411982	439584	+	2593	783
17527at8509	Complete	ptg000067l	5446678	5487701	-	4218	928
52367at8509	Complete	ptg000094l	2294839	2320275	+	3459	897
25495at8509	Complete	ptg000008l	3487145	3529573	-	4141	926
27477at8509	Complete	ptg000027l	13136950	13197898	-	4309	903
35714at8509	Complete	ptg000026l	69141	91257	+	4359	852
49727at8509	Complete	ptg000021l	37784850	37787646	-	4612	892
51798at8509	Complete	ptg000009l	8543877	8565653	+	3426	888
54568at8509	Complete	ptg000074l	14291585	14311638	+	3079	885
22819at8509	Complete	ptg000023l	18060015	18116149	-	3960	909
27077at8509	Complete	ptg000038l	13555562	13640564	+	3662	907
33500at8509	Complete	ptg000011l	56275444	56314752	-	4048	908
42551at8509	Complete	ptg000167l	203747	233487	-	4333	865
45825at8509	Complete	ptg000020l	26920821	26955867	-	3455	905
10398at8509	Complete	ptg000094l	627901	645253	+	4192	925
30579at8509	Complete	ptg000020l	41831514	41861091	+	4086	884
41559at8509	Complete	ptg000027l	52773052	52906675	+	4499	925
47801at8509	Complete	ptg000012l	21298101	21307139	+	2715	905
50298at8509	Complete	ptg000281l	2964600	2990620	+	3824	885
12812at8509	Complete	ptg000103l	4936833	5162731	-	4499	919
20733at8509	Complete	ptg000093l	4646607	4740572	-	4368	921
36539at8509	Complete	ptg000037l	17252427	17273131	+	3575	908
42298at8509	Complete	ptg000005l	33242932	33278684	-	4019	902
6318at8509	Complete	ptg000021l	107546832	107571235	+	3830	895
7281at8509	Complete	ptg000021l	85427733	85462158	+	4618	887
16570at8509	Complete	ptg000039l	11483297	11547021	-	2479	446
17656at8509	Complete	ptg000024l	20323766	20447818	+	2673	432
17901at8509	Complete	ptg000023l	44977916	45024020	+	4535	923
22960at8509	Complete	ptg000005l	23772058	23804709	+	4669	915
42865at8509	Complete	ptg000039l	7008859	7079727	+	2915	361
665at8509	Complete	ptg000005l	8404256	8452840	+	3271	504
8435at8509	Complete	ptg000020l	32925681	32962197	+	4299	910
11821at8509	Complete	ptg000024l	53081770	53150416	-	4466	667
25881at8509	Complete	ptg000017l	103067091	103115976	-	4307	855
58843at8509	Complete	ptg000612l	50273	232746	-	4515	919
15624at8509	Complete	ptg000011l	78320429	78498825	-	4533	886
42177at8509	Complete	ptg000009l	51709230	51764688	+	4471	914
28443at8509	Complete	ptg000057l	14431456	14470095	+	4320	911
48232at8509	Complete	ptg000037l	12354816	12377427	+	4499	925
54071at8509	Complete	ptg000293l	384072	406270	-	4366	850
9951at8509	Complete	ptg000070l	1198558	1279866	+	3996	920
14766at8509	Complete	ptg000010l	13747004	13809699	+	3919	912
17785at8509	Complete	ptg000006l	45566436	45599323	-	3221	898
20986at8509	Complete	ptg000006l	44618008	44644273	+	4540	910
22542at8509	Complete	ptg000078l	3126408	3206313	-	4396	903
35419at8509	Complete	ptg000011l	4980123	5020410	-	3851	866
4250at8509	Complete	ptg000009l	59063964	59356157	+	4813	900
7196at8509	Complete	ptg000009l	5383263	5682803	+	4736	901
12419at8509	Complete	ptg000039l	6999805	7043107	+	3469	423
2642at8509	Complete	ptg000067l	15119645	15180640	+	4751	720
42424at8509	Complete	ptg000020l	9805005	9838249	-	3373	904
49074at8509	Complete	ptg000026l	365662	376356	+	2266	834
18102at8509	Complete	ptg000027l	24735273	24773219	+	4654	912
25141at8509	Complete	ptg000060l	706473	721605	-	4319	893
55858at8509	Complete	ptg000024l	35177804	35193241	-	4310	910
11092at8509	Complete	ptg000068l	6375888	6401424	-	4393	911
24501at8509	Complete	ptg000397l	130782	152382	+	4853	915
36314at8509	Complete	ptg000214l	397173	418785	+	3595	909
50392at8509	Complete	ptg000011l	58624275	58798941	+	4571	915
15164at8509	Complete	ptg000120l	878737	887138	-	4041	911
27935at8509	Complete	ptg000020l	15639682	15663776	+	4337	911
31260at8509	Complete	ptg000017l	17018895	17070460	-	4731	852
23345at8509	Complete	ptg000017l	43177914	43319019	-	3783	753
31909at8509	Complete	ptg000021l	57188876	57237423	+	4619	899
33787at8509	Complete	ptg000112l	161690	183987	+	4442	905
3581at8509	Complete	ptg000024l	57566644	57724662	+	4705	912
52129at8509	Complete	ptg000009l	51962346	52031667	-	3338	874
5238at8509	Complete	ptg000250l	2829322	2872089	-	4463	881
58861at8509	Complete	ptg000052l	1410935	1427299	-	4724	902
8915at8509	Complete	ptg000024l	53513463	53540565	+	4428	909
26181at8509	Complete	ptg000020l	20498159	20538891	+	4557	912
51284at8509	Complete	ptg000011l	25937837	26004348	+	3794	895
11466at8509	Fragmented	ptg000027l	18954256	18956401	-	3008	710
18275at8509	Complete	ptg000043l	538634	666218	-	3375	410
30262at8509	Duplicated	ptg000565l	12964	27764	+	4215	899
30262at8509	Duplicated	ptg000565l	121570	136132	+	4152	899
42348at8509	Complete	ptg000018l	17537361	17567545	-	4518	907
46081at8509	Complete	ptg000214l	918384	970298	+	4040	885
12242at8509	Complete	ptg000009l	56919038	56947220	+	4659	910
24320at8509	Complete	ptg000074l	14811239	14842167	-	2843	829
27411at8509	Complete	ptg000060l	1086057	1104214	+	4292	907
48064at8509	Complete	ptg000005l	12321844	12324541	+	3984	879
12702at8509	Complete	ptg000017l	103191594	103194315	-	3891	907
34489at8509	Complete	ptg000023l	39288299	39402411	+	4438	905
38961at8509	Complete	ptg000398l	1845837	1848549	-	4231	865
52123at8509	Complete	ptg000068l	7109568	7185145	+	3721	874
6290at8509	Complete	ptg000258l	37203	97750	-	4373	902
10726at8509	Complete	ptg000023l	32990480	33006823	+	4667	905
26920at8509	Complete	ptg000020l	35939067	35995877	-	4656	904
3000at8509	Complete	ptg000017l	24495829	24538149	+	4454	903
31796at8509	Complete	ptg000027l	32773844	32965893	+	4420	908
48149at8509	Complete	ptg000024l	81736564	81800277	-	3295	900
20439at8509	Complete	ptg000011l	10783939	10810546	+	3987	904
45306at8509	Complete	ptg000021l	72323988	72485540	-	3969	901
51273at8509	Complete	ptg000020l	7182252	7273220	+	3541	896
58751at8509	Complete	ptg000017l	38106929	38209795	+	4256	883
60656at8509	Complete	ptg000566l	323329	370421	-	3157	814
10492at8509	Complete	ptg000021l	44665699	44783143	-	4816	890
20858at8509	Complete	ptg000006l	24874548	24928834	-	4621	904
25996at8509	Complete	ptg000005l	14543873	14559687	-	3891	902
28075at8509	Complete	ptg000021l	27004166	27058805	+	3551	890
55668at8509	Complete	ptg000009l	20618572	20645470	+	2918	895
14612at8509	Complete	ptg000020l	6258533	6279091	+	4225	904
18127at8509	Complete	ptg000039l	6622527	6691967	-	4430	902
22366at8509	Complete	ptg001016l	235302	238026	-	4089	894
50378at8509	Complete	ptg000021l	102916932	102945938	+	3205	893
52670at8509	Complete	ptg000011l	24417334	24673607	+	4294	877
52732at8509	Complete	ptg000030l	2047295	2070066	-	3654	862
55976at8509	Complete	ptg000023l	700630	723659	+	4369	883
34517at8509	Complete	ptg000242l	19670	23958	+	4106	904
35614at8509	Complete	ptg000234l	2982920	3001294	-	3706	893
55035at8509	Complete	ptg000094l	1586191	1606852	-	2618	864
9752at8509	Complete	ptg000017l	21637561	21724638	-	4396	903
18631at8509	Complete	ptg000017l	81370236	81448872	-	4445	904
55941at8509	Complete	ptg000165l	511021	529174	+	3930	833
56434at8509	Complete	ptg000497l	293094	318388	-	2952	864
12816at8509	Complete	ptg000425l	681401	700775	-	4296	903
1421at8509	Complete	ptg000064l	793349	1076001	-	3859	871
13582at8509	Complete	ptg000074l	2392106	2415118	-	4524	895
15625at8509	Complete	ptg000024l	104949021	104989139	-	2856	890
27626at8509	Complete	ptg000011l	5674760	5732490	+	4246	867
2937at8509	Complete	ptg000027l	49075729	49147104	+	4608	471
38068at8509	Complete	ptg000027l	30908651	30934132	+	2494	915
14028at8509	Complete	ptg000052l	1116606	1132507	+	4249	889
58008at8509	Complete	ptg000081l	1072779	1097881	-	2043	748
10653at8509	Complete	ptg000017l	7967034	8037522	-	4450	879
11792at8509	Complete	ptg000074l	3564931	3614595	+	4344	893
12567at8509	Complete	ptg000027l	9397201	9442523	+	3396	861
14354at8509	Complete	ptg000265l	424327	444797	-	4710	822
22868at8509	Complete	ptg000103l	1727922	1755236	-	4305	896
25494at8509	Complete	ptg000011l	10849154	10874778	+	4486	897
26100at8509	Complete	ptg000012l	24328783	24486836	-	4052	855
26606at8509	Complete	ptg000230l	1108643	1139408	-	4565	896
3114at8509	Complete	ptg000053l	1866100	1975520	-	4043	809
51397at8509	Complete	ptg000020l	4756004	4780943	+	4112	850
10713at8509	Complete	ptg000152l	5931620	5954197	+	4479	895
16841at8509	Complete	ptg000009l	48504589	48683033	-	4535	854
38034at8509	Complete	ptg000163l	1433729	1498251	+	4425	896
48618at8509	Complete	ptg000009l	32079921	32130000	-	4205	875
50334at8509	Complete	ptg000021l	104841302	104911510	+	3926	879
56612at8509	Complete	ptg000180l	2923600	2999409	-	3596	831
13065at8509	Complete	ptg000006l	36179732	36230697	-	4011	893
35043at8509	Complete	ptg000357l	36959868	37014551	+	3526	867
9557at8509	Complete	ptg000038l	11828930	11883572	-	4562	894
12684at8509	Complete	ptg000486l	252183	281319	-	4608	880
31479at8509	Complete	ptg000024l	28872234	28945670	+	3521	872
36624at8509	Complete	ptg000124l	3188239	3216254	-	2624	885
38571at8509	Complete	ptg000037l	6873509	6903183	-	4103	884
44047at8509	Complete	ptg000183l	275867	297331	+	3736	815
44933at8509	Complete	ptg000011l	70938081	70968735	+	3335	906
47199at8509	Complete	ptg000057l	12718076	12727079	-	3317	904
7383at8509	Complete	ptg000242l	675253	727271	+	4541	894
12781at8509	Complete	ptg000038l	52999414	53098325	-	4467	862
19680at8509	Complete	ptg000279l	1914833	1955708	+	4280	897
31743at8509	Complete	ptg000006l	7152587	7196071	+	3612	827
44745at8509	Complete	ptg000047l	16218222	16255876	-	4276	877
58256at8509	Complete	ptg000082l	2197351	2207403	-	4716	863
58210at8509	Complete	ptg000037l	2969415	3062560	+	2693	766
6776at8509	Complete	ptg000003l	37284508	37377051	+	4562	870
20456at8509	Complete	ptg000009l	3123285	3206906	-	4212	868
27126at8509	Complete	ptg000027l	37618583	37642991	-	4011	889
38696at8509	Complete	ptg000017l	40187692	40225162	-	3034	824
39368at8509	Complete	ptg000173l	6400680	6462120	+	4031	874
50301at8509	Complete	ptg000023l	54694485	54721926	-	3430	870
5549at8509	Complete	ptg000027l	7793154	7826742	-	4591	906
15405at8509	Complete	ptg000079l	809234	849981	-	3608	893
28109at8509	Complete	ptg000411l	597572	606268	-	3469	848
33319at8509	Complete	ptg000003l	11978080	11987238	+	3426	890
40885at8509	Complete	ptg000408l	139274	157949	+	3357	849
41421at8509	Complete	ptg000011l	25471263	25515647	+	3459	888
59437at8509	Fragmented	ptg000141l	1631	31293	+	1989	554
15975at8509	Complete	ptg000020l	9553363	9628077	-	4125	887
22230at8509	Complete	ptg000024l	103807846	103847151	+	3658	888
5468at8509	Complete	ptg000038l	47536419	47576915	-	4510	885
61633at8509	Complete	ptg000007l	2124306	2140566	+	4287	872
9402at8509	Complete	ptg000006l	54672268	54712330	+	4576	787
17838at8509	Complete	ptg000020l	1456992	1524767	+	4041	879
40814at8509	Complete	ptg000064l	3006681	3151978	+	3930	808
54372at8509	Complete	ptg000074l	15650797	15694139	+	4414	871
8613at8509	Complete	ptg000010l	13810936	13858390	-	4252	887
10598at8509	Complete	ptg000011l	56393871	56428225	-	4554	882
13491at8509	Complete	ptg000370l	170970	207934	-	3739	734
17428at8509	Complete	ptg000043l	7957679	8217300	+	3532	821
19610at8509	Complete	ptg000039l	30421557	30515952	+	4517	887
24742at8509	Complete	ptg000006l	23531322	23561533	+	2546	903
32561at8509	Complete	ptg000012l	20231254	20319803	+	4528	863
35497at8509	Complete	ptg000020l	40815790	40851833	+	3617	869
49146at8509	Complete	ptg000180l	1617848	1638716	-	3344	858
50488at8509	Complete	ptg000027l	25679708	25700958	-	2491	846
28446at8509	Complete	ptg000055l	56465	108155	+	4276	837
29162at8509	Complete	ptg000085l	530431	551212	+	2653	879
29235at8509	Complete	ptg000021l	20377404	20410698	+	4273	884
41976at8509	Complete	ptg000021l	42653543	42679592	-	4134	884
47613at8509	Complete	ptg000124l	1935947	1967705	-	3191	822
12710at8509	Complete	ptg000006l	57061220	57121367	+	4341	890
16165at8509	Complete	ptg000079l	8179036	8234929	+	4357	583
43586at8509	Complete	ptg000021l	43337490	43350198	-	3246	861
46087at8509	Complete	ptg000011l	25614150	25642175	+	3357	874
